popularity,budget,revenue,original_title,runtime,genres,release_date,vote_count,vote_average,release_year
5.476958,160000000,650523427,The Hunger Games: Mockingjay - Part 2,136,War|Adventure|Science Fiction,11/18/15,2380,6.5,2015
5.4621379999999995,190000000,209035668,Tomorrowland,130,Action|Family|Science Fiction|Adventure|Mystery,5/19/15,1899,6.2,2015
5.337064,30000000,91709827,Southpaw,123,Action|Drama,6/15/15,1386,7.3,2015
4.907832,110000000,470490832,San Andreas,114,Action|Drama|Thriller,5/27/15,2060,6.1,2015
4.71040199999999,40000000,569651467,Fifty Shades of Grey,125,Drama|Romance,2/11/15,1865,5.3,2015
4.648046,28000000,133346506,The Big Short,130,Comedy|Drama,12/11/15,1545,7.3,2015
4.566713,150000000,682330139,Mission: Impossible - Rogue Nation,131,Action,7/23/15,2349,7.1,2015
4.5645489999999995,68000000,215863606,Ted 2,115,Comedy,6/25/15,1666,6.3,2015
4.503789,81000000,403802136,Kingsman: The Secret Service,130,Crime|Comedy|Action|Adventure,1/24/15,3833,7.6,2015
4.062293,20000000,88346473,Spotlight,128,Drama|Thriller|History,11/6/15,1559,7.8,2015
3.968891,61000000,311256926,Maze Runner: The Scorch Trials,132,Action|Science Fiction|Thriller,9/9/15,1849,6.4,2015
3.899557,49000000,102069268,Chappie,120,Crime|Action|Science Fiction,3/4/15,1990,6.6,2015
3.877764,29000000,287506194,Pitch Perfect 2,115,Comedy|Music,5/7/15,1264,6.8,2015
3.6482099999999997,40000000,162610473,Bridge of Spies,141,Thriller|Drama,10/15/15,1638,7.1,2015
3.6445410000000003,58000000,150170815,Goosebumps,103,Adventure|Horror|Comedy,8/5/15,600,6.2,2015
3.557846,6000000,35401758,Room,117,Drama|Thriller,10/16/15,1520,8.0,2015
3.3391349999999997,175000000,331926147,The Good Dinosaur,93,Adventure|Animation|Comedy|Family|Fantasy,11/14/15,1087,6.6,2015
3.23737,50000000,71561644,Run All Night,114,Action|Crime|Drama|Mystery|Thriller,3/11/15,814,6.3,2015
3.227329,11000000,62076141,Brooklyn,111,Drama|Romance,11/4/15,754,7.3,2015
3.2027189999999996,28000000,201634991,Straight Outta Compton,147,Drama|Music,8/13/15,918,7.7,2015
3.080505,90000000,140396650,The Last Witch Hunter,106,Fantasy|Action|Adventure,10/21/15,879,5.6,2015
3.0795220000000003,30000000,34441873,Steve Jobs,122,History|Drama,10/9/15,1035,6.9,2015
3.0534209999999997,75000000,108145109,The Man from U.N.C.L.E.,116,Comedy|Action|Adventure,8/13/15,1548,7.0,2015
3.025852,25000000,42629776,The Age of Adaline,112,Fantasy|Drama|Romance,4/16/15,1221,7.3,2015
3.023253,10000000,14333790,Hardcore Henry,97,Action|Adventure|Science Fiction,9/12/15,396,5.9,2015
2.976436,135000000,368871007,Home,94,Fantasy|Comedy|Animation|Science Fiction|Family,3/18/15,1060,6.9,2015
2.968254,12000000,85512300,Paper Towns,109,Drama|Mystery|Romance,7/9/15,1252,6.2,2015
2.8851259999999996,4000000,9064511,The Lobster,118,Thriller|Comedy|Drama|Romance|Science Fiction,10/8/15,638,6.6,2015
2.883233,11800000,40272135,Carol,118,Romance|Drama,11/20/15,562,7.1,2015
2.8148020000000002,35000000,194564672,The Intern,121,Comedy,9/24/15,1255,7.1,2015
2.7980169999999998,55000000,203427584,Everest,121,Adventure|Drama,9/10/15,1172,6.7,2015
2.793297,60000000,101134059,Joy,124,Comedy|Drama,12/24/15,1001,6.4,2015
2.6144990000000004,105000000,133718711,Point Break,114,Action|Crime|Thriller,12/3/15,505,5.5,2015
2.584264,20000000,36606743,Burnt,100,Drama,10/2/15,631,6.3,2015
2.578919,26000000,30523226,Self/less,116,Science Fiction|Mystery|Thriller,7/10/15,719,6.2,2015
2.575711,60000000,30418560,Mortdecai,106,Comedy|Adventure,1/21/15,696,5.3,2015
2.557859,15000000,64191523,The Danish Girl,120,Drama,11/27/15,867,7.3,2015
2.5507470000000003,70000000,17752940,Blackhat,133,Mystery|Crime|Action|Thriller|Drama,1/13/15,584,5.0,2015
2.487849,30000000,84025816,Sicario,121,Action|Crime|Drama|Mystery|Thriller,9/17/15,1479,7.1,2015
2.4870419999999998,120000001,167977596,Fantastic Four,100,Action|Adventure|Science Fiction,8/5/15,1565,4.4,2015
2.46449,3500000,40423945,The Witch,92,Mystery|Horror,3/24/15,700,5.8,2015
2.404473,65000000,235666219,Spy,120,Action|Comedy|Crime,5/6/15,1840,6.9,2015
2.395366,50100000,153962963,Focus,105,Romance|Comedy|Crime|Drama,2/25/15,1831,6.7,2015
2.354654,35000000,82347656,Hitman: Agent 47,96,Action|Crime|Thriller,8/20/15,820,5.5,2015
2.345821,100000000,93820758,In the Heart of the Sea,122,Thriller|Drama|Adventure|Action|History,11/20/15,805,6.4,2015
2.3315669999999997,35000000,137935567,Creed,133,Drama,11/25/15,1171,7.3,2015
2.31767,35000000,140795793,Trainwreck,125,Comedy,7/17/15,849,6.1,2015
2.29573,13000000,32848185,Eye in the Sky,102,Drama|Thriller|War,9/11/15,265,7.2,2015
2.28135,25000000,42972994,Legend,131,Crime|Thriller,9/9/15,619,6.7,2015
2.234573,150000000,128388320,Pan,111,Adventure|Family|Fantasy,9/24/15,586,5.9,2015
2.140199,99000000,246233113,The Peanuts Movie,88,Adventure|Animation|Comedy|Family,11/5/15,414,6.4,2015
2.121884,35000000,48623572,Concussion,123,Drama,11/12/15,500,6.9,2015
2.096273,25000000,52395996,The Night Before,100,Comedy,11/20/15,363,6.1,2015
2.0809349999999998,2500000,5214043,Knock Knock,99,Drama|Horror|Thriller,6/26/15,473,4.8,2015
2.070708,34000000,63013281,The Longest Ride,128,Romance|Drama,4/9/15,711,7.3,2015
2.060162,80000000,466183544,Hotel Transylvania 2,89,Animation|Comedy|Family,9/21/15,919,6.8,2015
2.055572,17000000,24000000,Love the Coopers,107,Family|Comedy,11/12/15,111,5.3,2015
2.049886,35000000,61181942,The Walk,123,Adventure|Drama|Thriller,9/30/15,706,6.8,2015
2.0266509999999998,11000000,1863315,Tracers,94,Action|Crime|Drama,1/15/15,326,5.9,2015
2.000338,31000000,104384188,Vacation,99,Adventure|Comedy,7/28/15,846,6.1,2015
1.984529,35000000,95437994,Poltergeist,93,Horror|Thriller,5/20/15,589,5.0,2015
1.9800389999999999,4000000,187112,Maggie,95,Horror,5/8/15,384,5.1,2015
1.95632,50000000,3324330,Child 44,137,Crime|Thriller,3/15/15,341,5.9,2015
1.926739,5000000,58978653,The Gift,108,Thriller|Mystery,7/30/15,631,6.6,2015
1.904898,50000000,240360392,Daddy's Home,96,Comedy,12/25/15,568,5.7,2015
1.865007,64000000,97571250,The Little Prince,92,Adventure|Animation|Fantasy,7/29/15,423,7.5,2015
1.82313,11930000,18340000,The Dressmaker,118,Drama,10/1/15,197,6.9,2015
1.758618,8500000,43528634,The DUFF,100,Romance|Comedy,2/20/15,753,6.8,2015
1.742286,10000000,52882018,Sinister 2,97,Horror,8/19/15,331,5.5,2015
1.73518,30000000,107597242,Paul Blart: Mall Cop 2,94,Action|Adventure|Comedy|Family,4/16/15,422,5.3,2015
1.6510779999999898,4000000,50163103,The Boy Next Door,91,Thriller,1/23/15,810,3.9,2015
1.532997,30000000,49263404,Entourage,104,Comedy,6/3/15,364,6.2,2015
1.5100959999999999,23000000,79799880,The Wedding Ringer,101,Comedy,1/16/15,446,6.5,2015
1.499614,15000000,14860766,Scouts Guide to the Zombie Apocalypse,93,Comedy|Horror,10/23/15,288,6.2,2015
1.495112,5000000,98450062,The Visit,94,Horror|Thriller,9/10/15,729,5.9,2015
1.4832459999999899,53000000,99775678,Black Mass,122,Crime|Drama,9/4/15,848,6.3,2015
1.449072,8900000,50136,Heist,93,Crime|Action|Thriller,11/13/15,233,5.4,2015
1.448002,15000000,61548707,Krampus,98,Horror|Comedy|Fantasy,11/26/15,342,5.9,2015
1.443406,20000000,208588,Dark Places,113,Drama|Mystery|Thriller,3/31/15,322,5.7,2015
1.41239,5000000,54418872,No Escape,103,Action|Thriller,8/26/15,519,6.7,2015
1.40805,700000,17986781,Dope,103,Crime|Drama|Comedy,6/19/15,448,7.3,2015
1.3882510000000001,28000000,28208085,American Ultra,96,Comedy|Action,8/19/15,695,5.9,2015
1.388032,11000000,61619773,Woman in Gold,120,Drama,4/10/15,277,7.3,2015
1.3766049999999999,30000000,105011053,Sisters,118,Comedy,12/18/15,399,5.9,2015
1.360926,12000000,32248241,Project Almanac,106,Science Fiction|Thriller,1/30/15,637,6.3,2015
1.3558219999999999,25000000,72629670,The Transporter Refueled,96,Thriller|Action|Crime,9/3/15,407,5.3,2015
1.345982,55000000,74679822,Crimson Peak,119,Mystery|Thriller|Fantasy|Horror|Drama,10/13/15,819,6.4,2015
1.338481,14800000,122413057,Magic Mike XXL,115,Comedy|Drama|Music,7/1/15,501,6.3,2015
1.338322,10000000,78099553,Paranormal Activity: The Ghost Dimension,88,Horror|Thriller,10/21/15,267,5.0,2015
1.316239,15000000,8235661,Trumbo,124,Drama,10/27/15,273,7.2,2015
1.315266,19500000,32189727,Secret in Their Eyes,111,Crime|Drama|Mystery,10/14/15,202,6.2,2015
1.291013,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,93,Family|Animation,2/5/15,533,5.7,2015
1.278928,20000000,43967255,Max,111,Adventure|Drama|Family,6/26/15,214,7.0,2015
1.225325,40000000,10664749,The Gunman,115,Action|Drama|Crime,2/16/15,283,5.6,2015
1.191138,1000000,62882090,Unfriended,82,Horror|Thriller,4/17/15,643,5.6,2015
1.178831,35000000,51680201,Hot Pursuit,87,Action|Crime|Comedy,5/8/15,472,5.5,2015
1.1647239999999999,10000000,104303851,Insidious: Chapter 3,97,Drama|Horror|Thriller,6/4/15,610,6.3,2015
1.142518,6000000,41387687,The Lady in the Van,104,Comedy|Drama,11/13/15,135,5.9,2015
1.138395,40000000,34227298,Victor Frankenstein,109,Drama|Science Fiction|Thriller,11/10/15,408,5.5,2015
1.1252389999999999,8000000,3759286,Anomalisa,90,Animation|Comedy|Drama|Romance,12/30/15,259,6.7,2015
1.03839,2000000,1477002,The Diary of a Teenage Girl,102,Drama|Romance,8/7/15,186,6.8,2015
1.0070540000000001,11000000,27391084,Irrational Man,95,Mystery|Drama,7/17/15,319,6.1,2015
0.956096,18000000,41325328,Ricki and the Flash,100,Comedy|Drama|Music,7/10/15,152,5.5,2015
0.950793,12000000,60273173,The Perfect Guy,100,Drama|Thriller,9/11/15,122,5.6,2015
0.9376200000000001,10000000,7587485,While We're Young,97,Drama|Comedy,3/27/15,265,5.9,2015
0.9273389999999999,40000000,106511453,Get Hard,100,Comedy,3/26/15,661,5.9,2015
0.9060360000000001,25000000,24902723,The 33,120,History|Drama,8/6/15,262,5.8,2015
0.898295999999999,14000000,16002420,Suffragette,106,Drama|History,10/16/15,231,7.1,2015
0.880937999999999,6000000,11122090,We Are Your Friends,96,Drama|Music|Romance,8/26/15,412,6.2,2015
0.8324870000000001,10000000,85978266,The Second Best Exotic Marigold Hotel,122,Drama|Comedy,2/26/15,196,6.4,2015
0.829111,20000000,6420319,Little Boy,106,Comedy|Drama|War,4/23/15,113,7.1,2015
0.814206,37000000,26250020,Aloha,105,Adventure|Comedy|Romance,5/27/15,469,5.2,2015
0.795762,28000000,7002261,Our Brand Is Crisis,108,Drama|Comedy,9/11/15,122,5.7,2015
0.706023,7000000,573335,Freeheld,103,Romance|Drama,10/2/15,86,7.1,2015
0.699932,3000000,695269,Love,134,Drama|Romance,7/6/15,307,4.7,2015
0.69957,9600000,2541554,Truth,121,Drama,9/12/15,89,6.4,2015
0.690479,10000000,10835752,Danny Collins,107,Comedy|Drama|Music,3/20/15,114,6.6,2015
0.6895789999999989,15000000,3020664,Rock the Kasbah,100,Comedy|Music|War,10/22/15,56,5.1,2015
0.6737920000000001,1000000,14444999,"Hello, My Name Is Doris",95,Comedy|Drama|Romance,11/27/15,87,6.6,2015
0.669351,13000000,1784763,The Vatican Tapes,91,Thriller|Horror,7/24/15,164,4.5,2015
0.661471,8000000,1411927,99 Homes,112,Drama,9/25/15,121,6.8,2015
0.6611630000000001,14000000,12314651,Hot Tub Time Machine 2,93,Comedy,2/20/15,244,5.0,2015
0.654046,4000000,143101,Manglehorn,97,Drama,6/3/15,35,5.0,2015
0.602165,8000000,35991087,A Walk in the Woods,104,Drama|Adventure|Comedy,9/2/15,171,5.4,2015
0.599655,3300000,64110728,The Lazarus Effect,83,Thriller|Horror,1/29/15,327,4.9,2015
0.577814,35000000,14431253,Unfinished Business,90,Comedy,3/5/15,241,4.9,2015
0.570743999999999,2000000,45431,Lost River,95,Fantasy|Thriller,4/8/15,129,5.7,2015
0.532205,100000,42664410,The Gallows,87,Horror|Thriller,7/10/15,247,5.0,2015
0.524315,10000000,3334927,By the Sea,122,Drama|Romance,11/12/15,82,5.4,2015
0.46208999999999995,9000000,21571189,Black or White,121,Drama,1/30/15,72,6.7,2015
0.45087200000000005,13000000,1646788,I Saw the Light,123,Drama|Music,9/11/15,19,5.6,2015
0.43558199999999997,5000000,2333684,Jem and the Holograms,119,Drama|Music|Adventure|Fantasy,10/22/15,69,5.7,2015
0.424813,6000000,90777,Beasts of No Nation,137,Drama|War,9/11/15,306,7.5,2015
0.41491300000000003,3000000,3387000,Demonic,83,Thriller|Horror,2/12/15,91,5.0,2015
0.40223600000000004,447524,771317,The D Train,101,Drama|Comedy,5/8/15,47,4.2,2015
0.36590100000000003,10000000,17472,Strangerland,111,Drama|Thriller,7/1/15,48,5.0,2015
0.336107,2000000,2801508,Captive,97,Crime|Drama|Thriller,9/17/15,55,5.7,2015
0.29875100000000004,5000000,4842699,90 Minutes in Heaven,121,Drama,9/11/15,24,5.7,2015
0.259794,600000,7087452,Grandma,78,Drama|Comedy,6/4/15,81,5.6,2015
0.7310220000000001,3000000,67790117,War Room,120,Drama,8/28/15,57,6.9,2015
0.07610900000000001,13500000,187674,Stonewall,129,Drama,9/18/15,14,5.6,2015
24.949134,165000000,621752480,Interstellar,169,Adventure|Drama|Science Fiction,11/5/14,6498,8.0,2014
14.311205,170000000,773312399,Guardians of the Galaxy,121,Action|Science Fiction|Adventure,7/30/14,5612,7.9,2014
12.971027000000001,170000000,714766572,Captain America: The Winter Soldier,136,Action|Adventure|Science Fiction,3/20/14,3848,7.6,2014
11.422751,20000000,78739897,John Wick,101,Action|Thriller,10/22/14,2712,7.0,2014
10.739009,125000000,752100229,The Hunger Games: Mockingjay - Part 1,123,Science Fiction|Adventure|Thriller,11/18/14,3590,6.6,2014
10.174599,250000000,955119788,The Hobbit: The Battle of the Five Armies,144,Adventure|Fantasy,12/10/14,3110,7.1,2014
8.691294000000001,165000000,652105443,Big Hero 6,102,Adventure|Family|Animation|Action|Comedy,10/24/14,4185,7.8,2014
8.110711,14000000,233555708,The Imitation Game,113,History|Drama|Thriller|War,11/14/14,3478,8.0,2014
7.1372729999999995,34000000,348319861,The Maze Runner,113,Action|Mystery|Science Fiction|Thriller,9/10/14,3425,7.0,2014
6.9071479999999905,18000000,103215094,Birdman,119,Drama|Comedy,10/17/14,2801,7.3,2014
6.438727,61000000,369330363,Gone Girl,145,Mystery|Thriller|Drama,10/1/14,3720,7.9,2014
6.415818,68000000,211817906,Fury,135,War|Drama|Action,10/15/14,2572,7.4,2014
6.2866919999999995,127000000,349424282,Night at the Museum: Secret of the Tomb,97,Adventure|Comedy|Fantasy|Family,12/17/14,1111,6.1,2014
6.14502,85000000,288747895,Divergent,139,Action|Science Fiction|Thriller,3/14/14,3038,6.9,2014
6.052479,250000000,746000000,X-Men: Days of Future Past,131,Action|Adventure|Fantasy|Science Fiction,5/15/14,4006,7.6,2014
5.947136,40000000,463360063,Lucy,89,Action|Science Fiction,7/14/14,3699,6.3,2014
5.787396,125000000,477200000,Teenage Mutant Ninja Turtles,101,Science Fiction|Action|Adventure|Fantasy|Comedy,8/7/14,1836,5.8,2014
5.701683,40000000,126069509,Sex Tape,97,Comedy,7/17/14,1150,5.3,2014
5.522641,8500000,38697217,Nightcrawler,117,Crime|Drama|Thriller,10/23/14,2087,7.6,2014
4.983782,210000000,245500000,Transformers: Age of Extinction,165,Science Fiction|Action|Adventure,6/25/14,2161,5.9,2014
4.93082,30000000,174600318,The Grand Budapest Hotel,99,Comedy|Drama,2/26/14,2802,7.9,2014
4.780419,3300000,13993093,Whiplash,105,Drama|Music,10/10/14,2372,8.2,2014
4.452507,170000000,708200000,Dawn of the Planet of the Apes,130,Science Fiction|Action|Drama|Thriller,6/26/14,2625,7.4,2014
4.1452089999999995,55000000,192330738,The Equalizer,132,Thriller|Action|Crime,9/24/14,2100,7.2,2014
4.105685,42000000,106645357,Horrible Bosses 2,108,Comedy,11/26/14,1033,6.1,2014
4.101979,200000000,705717432,The Amazing Spider-Man 2,142,Action|Adventure|Fantasy,4/16/14,2813,6.6,2014
3.990452,178000000,370541256,Edge of Tomorrow,113,Action|Science Fiction,5/27/14,3267,7.7,2014
3.9892309999999997,44000000,11305175,The Interview,112,Action|Comedy,12/25/14,1657,6.1,2014
3.8630739999999997,58800000,542307423,American Sniper,134,War|Action,12/11/14,3004,7.5,2014
3.81374,140000000,268031828,Exodus: Gods and Kings,153,Adventure|Drama|Action,12/3/14,1377,5.6,2014
3.689601,160000000,529076069,Godzilla,123,Action|Science Fiction|Thriller,5/14/14,2169,6.2,2014
3.5823150000000004,180000000,758410378,Maleficent,97,Fantasy|Adventure|Action|Family|Romance,5/28/14,2928,7.0,2014
3.573028,15000000,32556119,The November Man,108,Crime|Action|Thriller,8/27/14,481,6.0,2014
3.489314,5000000,102529779,Ouija,89,Horror,10/24/14,569,4.9,2014
3.4891059999999996,145000000,609123048,How to Train Your Dragon 2,102,Fantasy|Action|Adventure|Animation|Comedy,6/12/14,2152,7.7,2014
3.3937410000000003,2000000,13500000,It Follows,100,Thriller|Horror,8/27/14,1003,6.6,2014
3.34625,90000000,206172544,The Expendables 3,127,Action|Adventure|Thriller,8/4/14,1275,6.2,2014
3.3277989999999997,60000000,469160692,The Lego Movie,100,Adventure|Fantasy|Animation|Comedy|Action,2/6/14,2268,7.5,2014
3.260581,95000000,114178613,Seventh Son,102,Adventure|Fantasy,12/12/14,675,5.1,2014
3.170271,15000000,121201940,The Theory of Everything,123,Drama|Romance,11/26/14,1960,7.8,2014
3.14993,17000000,136621271,Let's Be Cops,104,Comedy,8/13/14,912,6.4,2014
3.028769,70000000,215529201,Dracula Untold,92,Horror|Action|Drama|Fantasy|War,10/1/14,1666,6.1,2014
3.007018,132000000,373552094,Penguins of Madagascar,92,Family|Animation|Adventure|Comedy,11/22/14,939,6.5,2014
2.996038,50000000,212902372,Into the Woods,125,Fantasy|Comedy|Music,12/25/14,1095,5.6,2014
2.979181,110000000,337580051,300: Rise of an Empire,102,Action|War,3/5/14,1664,6.1,2014
2.881991,25000000,66980456,The Giver,94,Drama|Science Fiction,8/11/14,1151,6.3,2014
2.8050189999999997,50000000,188441614,22 Jump Street,112,Crime|Comedy|Action,6/5/14,2416,7.0,2014
2.777996,28000000,53181600,A Walk Among the Tombstones,113,Crime|Drama|Mystery|Thriller,9/18/14,823,6.2,2014
2.721864,55000000,259207227,Paddington,95,Comedy,11/27/14,606,7.1,2014
2.692691,7000000,2360281,Cake,102,Drama,9/7/14,255,6.1,2014
2.67235,11000000,45967935,Chef,115,Comedy,5/8/14,866,7.2,2014
2.6112509999999998,9000000,108782847,The Purge: Anarchy,104,Horror|Thriller,7/17/14,1126,6.6,2014
2.601775,16000000,19682924,Left Behind,110,Thriller|Action|Science Fiction,10/3/14,253,3.8,2014
2.595951,4000000,44349000,Boyhood,164,Drama,6/5/14,1343,7.6,2014
2.576396,20000000,12007070,A Most Violent Year,125,Action|Thriller|Crime|Drama,12/30/14,384,6.4,2014
2.549403,100000000,243400000,Hercules,99,Action|Adventure,7/23/14,1215,5.6,2014
2.526779,125000000,362637473,Noah,139,Drama|Adventure,3/20/14,1589,5.5,2014
2.523101,50000000,83719388,The Judge,141,Drama,10/8/14,974,7.2,2014
2.4451650000000003,40000000,123494610,Blended,117,Comedy,5/21/14,720,6.7,2014
2.376309,18000000,268157400,Neighbors,96,Comedy,5/8/14,1829,6.2,2014
2.361267,11000000,78874843,If I Stay,106,Drama,8/21/14,856,7.2,2014
2.303556,45000000,86165646,Step Up All In,112,Romance|Drama|Music,7/16/14,421,6.7,2014
2.293859,12000000,305151265,The Fault in Our Stars,125,Romance|Drama,5/16/14,2389,7.8,2014
2.1654619999999998,25000000,153997819,Ride Along,99,Action|Comedy,1/17/14,634,6.1,2014
2.160156,20000000,11110975,Inherent Vice,148,Comedy|Romance|Crime|Drama|Mystery,12/25/14,552,6.3,2014
2.141491,60000000,50549107,Jack Ryan: Shadow Recruit,105,Action|Drama|Thriller,1/15/14,873,5.9,2014
2.1367580000000004,50000000,222809600,Non-Stop,106,Action|Thriller|Mystery,1/26/14,1648,6.8,2014
2.116264,5500000,3000000,Predestination,97,Science Fiction|Thriller,8/28/14,1136,7.2,2014
1.957672,12600000,18658381,The Drop,106,Drama|Crime,9/12/14,583,6.6,2014
1.9407349999999999,120000000,239379423,RoboCop,102,Science Fiction|Action,1/30/14,1709,5.7,2014
1.904422,100000000,103039258,Transcendence,119,Thriller|Science Fiction|Drama|Mystery,4/16/14,1555,5.9,2014
1.9000380000000001,40000000,196781193,The Other Woman,109,Comedy|Romance,4/16/14,1056,6.2,2014
1.8947060000000002,145000000,272912430,Mr. Peabody & Sherman,92,Animation|Adventure|Family,2/7/14,592,6.8,2014
1.840817,65000000,39407616,Sin City: A Dame to Kill For,102,Crime|Thriller,8/20/14,857,6.2,2014
1.8116919999999999,103000000,500188435,Rio 2,102,Animation|Adventure|Comedy|Family,3/19/14,659,6.5,2014
1.805954,40000000,169837010,Dumb and Dumber To,110,Comedy,11/12/14,790,5.5,2014
1.7798610000000001,70000000,154984035,The Monuments Men,118,War|Drama|History|Action,1/24/14,1083,5.7,2014
1.769987,65000000,163442937,Unbroken,137,Drama|War,12/25/14,981,7.2,2014
1.754707,20000000,66787908,Selma,127,History|Drama,12/25/14,580,7.5,2014
1.737699,4900000,3494070,Mommy,138,Drama,5/22/14,389,8.0,2014
1.6493209999999898,15000000,52501541,Wild,115,Drama,12/5/14,677,6.9,2014
1.638781,130000000,117831631,Pompeii,105,Action|Adventure|History|Romance|Drama,2/18/14,837,5.1,2014
1.63015,26000000,35926213,The Best of Me,117,Drama|Romance,10/16/14,535,7.2,2014
1.5880100000000001,65000000,133821816,Annie,119,Music|Comedy|Drama|Family,12/19/14,331,6.1,2014
1.5450549999999899,50000000,97437106,The Book of Life,95,Romance|Animation|Adventure|Comedy|Family,10/1/14,531,7.3,2014
1.542392,13000000,54837234,St. Vincent,102,Comedy,10/9/14,531,7.1,2014
1.541069,66000000,203277636,Need for Speed,130,Action|Crime|Drama|Thriller,3/13/14,1117,6.2,2014
1.4490459999999898,22000000,88880821,The Hundred-Foot Journey,122,Drama,8/6/14,352,7.2,2014
1.440084,60000000,108255770,The Boxtrolls,97,Animation|Comedy|Family|Fantasy,9/10/14,498,6.6,2014
1.3987129999999999,10000000,28883511,Big Eyes,105,Drama,12/24/14,710,6.8,2014
1.394382,18000000,266586800,The Prince,93,Thriller|Action,8/22/14,165,4.6,2014
1.319416,4000000,600896,The Signal,95,Thriller|Science Fiction,3/15/14,400,5.8,2014
1.3155,50000000,160602194,Into the Storm,89,Action|Thriller,8/6/14,572,5.7,2014
1.240895,50000000,151165787,Planes: Fire & Rescue,83,Animation|Comedy|Adventure|Family,7/17/14,223,5.9,2014
1.214094,35000000,17508518,Sabotage,110,Action|Drama|Thriller|Crime,3/28/14,422,5.4,2014
1.146492,13200000,53830415,No Good Deed,84,Thriller,9/12/14,105,5.8,2014
1.142614,5000000,41797583,Still Alice,99,Drama,12/5/14,725,7.5,2014
1.1403020000000001,5000000,40100000,"As Above, So Below",93,Horror|Thriller,8/14/14,501,6.1,2014
1.136851,24000000,12096300,Foxcatcher,134,Drama|Thriller,5/19/14,645,6.5,2014
1.077877,20000000,34077920,Endless Love,103,Drama|Romance,2/12/14,357,6.6,2014
1.052381,12250000,2295423,The Rover,100,Crime|Drama,5/18/14,164,6.0,2014
1.041267,24000000,70181428,Think Like a Man Too,106,Comedy|Romance,6/19/14,175,6.2,2014
1.039133,15000000,9104716,Suite Fran̤aise,107,Drama|Romance|War,11/5/14,161,6.9,2014
1.027357,15000000,59209,Walk of Shame,95,Comedy,5/2/14,402,5.7,2014
1.0181149999999999,6500000,255273813,Annabelle,99,Horror,10/2/14,827,5.6,2014
0.989916,65000000,71154592,"I, Frankenstein",92,Horror|Thriller,1/22/14,501,5.1,2014
0.988081,8000000,26049082,That Awkward Moment,94,Comedy|Romance,1/29/14,713,6.0,2014
0.98174,27000000,28831145,Draft Day,109,Drama,4/11/14,207,6.5,2014
0.9796549999999999,28000000,68896829,Brick Mansions,90,Action|Crime|Drama,4/22/14,476,5.8,2014
0.9678459999999999,2000000,6676471,The Babadook,93,Drama|Thriller|Horror,5/22/14,1089,6.5,2014
0.9660479999999999,20000000,100525432,Tammy,97,Comedy,7/2/14,381,5.1,2014
0.92537,60000000,30800231,Winter's Tale,118,Drama|Fantasy|Mystery|Romance,2/13/14,327,5.9,2014
0.916435,5000000,2367161,The Guest,99,Mystery|Thriller|Action,9/17/14,402,6.6,2014
0.8931209999999989,22500000,15520023,The Water Diviner,112,War|Drama,12/25/14,287,6.8,2014
0.890965,5000000,6833445,The Green Inferno,100,Horror|Thriller,9/4/14,194,4.8,2014
